permit_number,dba,canonical_name,street_address,canonical_address,latitude,longitude,inspection_date,facility_rating_status,violation_count,matched_place_id,match_score,place_id,name,address,rating,user_ratings_total,types,lat,lng,business_status
28293,EAGLE PIZZERIA,eagle pizzeria,1722 TARAVAL ST,1722 taraval street,37.742904,-122.484699,2025-04-02,Pass,5.0,,,,,,,,,,,
114473,THE CODMOTHER FISH & CHIPS,the codmother fish chips,496 BEACH ST,496 beach street,37.807272,-122.417028,2025-04-01,nan,,ChIJjeTkweOAhYARBVgQR8KMElA,78.55072463768116,ChIJjeTkweOAhYARBVgQR8KMElA,The Codmother Fish & Chips,"496 Beach St, San Francisco, CA 94133, United States",4.5,2278.0,"restaurant, food, point_of_interest, establishment",37.8072618,-122.4170745,OPERATIONAL
97121,GUCKENHEIMER @ TWITCH BREAKROOM FLOOR 9,guckenheimer twitch breakroom floor 9,350 BUSH ST STE 200,350 bush street,37.791,-122.4033975,2025-04-01,Pass,,,,,,,,,,,,
06743881,NORTH BAY BAGEL & DONUT,north bay bagel donut,2040 OCEAN AVE,2040 ocean avenue,37.726506,-122.465061,2025-04-01,Pass,1.0,,,,,,,,,,,
96645,DOMINGO'S INTERNATIONAL KITCHEN AND FUSION,domingo s international kitchen and fusion,428 11TH ST,428 11th street,37.769778,-122.4119115,2025-04-01,nan,,,,,,,,,,,,
108180,"THE CLANCY, AUTOGRAPH COLLECTION",the clancy autograph collection,299 SECOND ST,299 second street,37.785897,-122.396868,2025-04-01,Pass,,,,,,,,,,,,
52536,GUERRERO MARKET,guerrero market,701 GUERRERO ST,701 guerrero street,37.759851,-122.4233505,2025-04-01,Pass,2.0,,,,,,,,,,,
106624,T.L. KITCHEN,t l kitchen,177 EDDY ST,177 eddy street,37.783935,-122.4103995,2025-04-01,Pass,,,,,,,,,,,,
06743805,KIS CAFE,kis,609 HAYES ST,609 hayes street,37.776267,-122.426505,2025-04-01,Pass,2.0,,,,,,,,,,,
112753,ELENA,elena,347 COLUMBUS AVE,347 columbus avenue,37.798317,-122.4076185,2025-04-01,Pass,1.0,ChIJ763-3nOBhYAR9b-H7V0dKog,70.26666666666668,ChIJ763-3nOBhYAR9b-H7V0dKog,Elena's,"347 Columbus Ave, San Francisco, CA 94133, United States",4.8,98.0,"bakery, store, food, point_of_interest, establishment",37.79836,-122.4076661,OPERATIONAL
06734097,POKE DELISH,poke delish,601 MISSION BAY N BLVD,601 mission bay n boulevard,37.77099699144,-122.39143202193,2025-04-01,nan,,,,,,,,,,,,
06734568,HUMBLE SEA SAN FRANCISCO,humble sea san francisco,PIER SPACE N-111-1A,pier space n 111 1a,,,2025-05-06,Pass,,ChIJ88G-quuAhYAR7bj0Yhr8gwI,58.58585858585858,ChIJ88G-quuAhYAR7bj0Yhr8gwI,Amelie San Francisco,"1754 Polk St, San Francisco, CA 94109, United States",4.6,633.0,"bar, restaurant, food, point_of_interest, establishment",37.7931469,-122.4209834,OPERATIONAL
06743979,SOMISOMI,somisomi,1350 04TH ST,1350 04th street,,,2025-04-11,Pass,,ChIJ5cqrsDd_j4ARiGnznJFf0vc,77.64705882352942,ChIJ5cqrsDd_j4ARiGnznJFf0vc,Somisomi,"1350 4th St, San Francisco, CA 94158, United States",4.4,134.0,"store, food, point_of_interest, establishment",37.7712487,-122.3914368,OPERATIONAL
06733966,IKE'S LOVE & SANDWICHES,ike s love sandwiches,1090 Dr Maya Angelou Wy Ste G,1090 drive maya angelou wy,37.77480239189,-122.38901292316,2025-04-01,Pass,2.0,,,,,,,,,,,
83827,MAHALO!,mahalo,1376 9TH AVE,1376 9th avenue,37.762677,-122.465898,2025-04-01,Pass,,,,,,,,,,,,
61598,BROTHERS PIZZA,brothers pizza,3627 TARAVAL ST,3627 taraval street,37.741509,-122.5051515,2025-04-01,Pass,2.0,,,,,,,,,,,
30459,OCCIDENTAL CIGAR CLUB THE,occidental cigar club the,471 PINE ST,471 pine street,37.791594,-122.4036675,2025-03-31,Pass,2.0,,,,,,,,,,,
06743868,SunFlower Spa,sunflower spa,2809 SAN BRUNO AVE,2809 san bruno avenue,37.726263,-122.4027585,2025-03-31,nan,,,,,,,,,,,,
T81447,Mission Gas & Shop,mission gas shop,599 S VAN NESS AVE,599 s van ness avenue,37.763829,-122.417055,2025-03-31,nan,3.0,,,,,,,,,,,
FYF120431,DOSA CORNER INDIAN CUISINE,dosa corner indian cuisine,1499 VALENCIA ST,1499 valencia street,37.749051,-122.4200385,2025-03-31,Pass,,,,,,,,,,,,
20672,SAFEWAY INC #1507,safeway inc 1507,2020 MARKET ST,2020 market street,37.768968,-122.427846,2025-03-28,Pass,,,,,,,,,,,,
1447,KENTUCKY FRIED CHICKEN,kentucky fried chicken,691 EDDY ST,691 eddy street,37.782999,-122.4189,2025-03-28,Pass,,,,,,,,,,,,
06733640,NBC - Main,nbc main,660 LOMBARD ST,660 lombard street,37.803447,-122.412555,2025-03-28,Pass,3.0,,,,,,,,,,,
74210,RED CHILLI,red chilli,522 JONES ST,522 jones street,37.786131,-122.4129105,2025-03-28,Pass,3.0,ChIJ68SI1JGAhYAR92YZcJNTPNs,64.70457079152732,ChIJ68SI1JGAhYAR92YZcJNTPNs,Red Chilli Halal,"522 Jones St, San Francisco, CA 94102, United States",4.5,837.0,"restaurant, food, point_of_interest, establishment",37.7861706,-122.4128715,OPERATIONAL
81884,LITTLE SWEET,little sweet,3836 GEARY BLVD,3836 geary boulevard,37.781496,-122.4606915,2025-03-28,Pass,,ChIJc8ZIfSKHhYARBluHlQpJgZU,78.88888888888889,ChIJc8ZIfSKHhYARBluHlQpJgZU,Little Sweet,"3836 Geary Blvd, San Francisco, CA 94118, United States",4.4,417.0,"cafe, meal_takeaway, bakery, store, restaurant, food, point_of_interest, establishment",37.7813701,-122.4606779,OPERATIONAL
06743838,TBD (Previously SIN YI),tbd,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-03-28,Pass,23.0,,,,,,,,,,,
117424,SOMISOMI,somisomi,1350 4TH ST STE F,1350 4th street,37.771272,-122.3914275,2025-03-28,Pass,2.0,ChIJ5cqrsDd_j4ARiGnznJFf0vc,77.91044776119404,ChIJ5cqrsDd_j4ARiGnznJFf0vc,Somisomi,"1350 4th St, San Francisco, CA 94158, United States",4.4,134.0,"store, food, point_of_interest, establishment",37.7712487,-122.3914368,OPERATIONAL
67371,ROXIE MARKET & DELI,roxie market deli,500 KIRKHAM ST,500 kirkham street,37.760481,-122.4663705,2025-03-28,Pass,1.0,,,,,,,,,,,
18498,POPEYES CHICKEN & BISCUIT,popeyes chicken biscuit,599 DIVISADERO ST,599 divisadero street,37.774836,-122.4380655,2025-03-27,Pass,9.0,,,,,,,,,,,
118181,HINODEYA RAMEN UNION SQUARE,hinodeya ramen union square,219 OFARRELL ST,219 ofarrell street,37.786257,-122.4083565,2025-03-27,Pass,,ChIJ84iU6DOBhYARHXonh3NuCNo,80.0,ChIJ84iU6DOBhYARHXonh3NuCNo,HINODEYA Ramen Union Square,"219 O'Farrell St, San Francisco, CA 94102, United States",4.6,1777.0,"restaurant, food, point_of_interest, establishment",37.7862741,-122.4085169,OPERATIONAL
06743651,KC PARIS DESSERTS,kc paris desserts,1365 FILLMORE ST,1365 fillmore street,37.782027,-122.4327105,2025-03-27,Pass,2.0,ChIJu_PqWACBhYARocywtIYTdo8,80.77922077922078,ChIJu_PqWACBhYARocywtIYTdo8,KC Paris Desserts,"1365 Fillmore St, San Francisco, CA 94115, United States",4.9,77.0,"bakery, store, food, point_of_interest, establishment",37.7820685,-122.432643,OPERATIONAL
104383,TOSCA CAFE,tosca,242 COLUMBUS AVE BLDG,242 columbus avenue bldg,37.79758401113,-122.4057410203,2025-03-27,Pass,,,,,,,,,,,,
06733832,LE PARC BISTROBAR,le parc bistrobar,185 SUTTER ST,185 sutter street,37.789614,-122.40351,2025-03-26,Conditional Pass,6.0,ChIJCbEcEgCBhYAR88RNaGCm5uM,79.1549295774648,ChIJCbEcEgCBhYAR88RNaGCm5uM,Le Parc Bistrobar,"185 Sutter St, San Francisco, CA 94104, United States",4.9,447.0,"bar, restaurant, food, point_of_interest, establishment",37.789771,-122.403481,OPERATIONAL
104033,CLUB MARIS,club maris,1581 WEBSTER ST STE 240,1581 webster street,37.784979,-122.4318645,2025-03-26,Pass,,,,,,,,,,,,
118230,POPSTAR SHAWERMA,popstar shawerma,91 6 TH ST,91 6 th street,37.781289,-122.4087165,2025-03-26,Closure,9.0,,,,,,,,,,,
06743706,STEPS OF ROME TRATTORIA,steps of rome trattoria,401 COLUMBUS AVE,401 columbus avenue,37.798884,-122.408568,2025-03-26,Pass,,,,,,,,,,,,
06743779,Rose Indian Cuisine,rose indian cuisine,1330 9TH AVE,1330 9th avenue,37.763433,-122.465952,2025-03-26,Pass,14.0,ChIJKdUcFQWHhYARPvQUa27nWyo,77.91044776119404,ChIJKdUcFQWHhYARPvQUa27nWyo,Rose Indian Cuisine,"1330 9th Ave, San Francisco, CA 94122, United States",4.5,809.0,"restaurant, food, point_of_interest, establishment",37.7634323,-122.4660298,OPERATIONAL
06735101,PARK TAVERN ON WASHINGTON SQUARE,park tavern on washington square,1652 STOCKTON ST,1652 stockton street,37.801134,-122.4090225,2025-03-26,Pass,1.0,ChIJzXSCqfGAhYAR_AM6FCI7To4,64.44199867928681,ChIJzXSCqfGAhYAR_AM6FCI7To4,Mama's On Washington Square,"1701 Stockton St, San Francisco, CA 94133, United States",4.4,3087.0,"restaurant, food, point_of_interest, establishment",37.8015373,-122.4095473,OPERATIONAL
74305,LUKE'S LOCAL INC,luke s local,1750 CESAR CHAVEZ,1750 cesar chavez,37.74989134737,-122.39435706196,2025-03-26,Pass,2.0,,,,,,,,,,,
103013,NEW WING SING BAKERY,new wing sing bakery,1125 STOCKTON ST,1125 stockton street,37.796148,-122.4086175,2025-03-26,Pass,6.0,,,,,,,,,,,
06734707,MARCELLAS AT DOGPATCH GAMES,marcellas at dogpatch games,1099 TENNESSEE ST,1099 tennessee street,37.758087,-122.3891415,2025-03-26,Pass,4.0,,,,,,,,,,,
06733169,BARISTA,barista,3313 SACRAMENTO ST,3313 sacramento street,37.787994,-122.447196,2025-03-25,Pass,1.0,,,,,,,,,,,
108557,OCEAN BEACH CAFE,ocean beach,734 LA PLAYA ST,734 la playa street,37.77445752646,-122.51010122671,2025-03-25,Pass,6.0,ChIJg4qwGKeHhYARo41FFI_aOss,80.26666666666667,ChIJg4qwGKeHhYARo41FFI_aOss,Ocean Beach Cafe,"734 La Playa St, San Francisco, CA 94121, United States",4.7,613.0,"cafe, store, restaurant, food, point_of_interest, establishment",37.7745416,-122.5099581,OPERATIONAL
06744098,TORONADO,toronado,543 -547 HAIGHT ST #,543 547 haight street,37.77184398275,-122.4311500054,2025-03-25,Pass,8.0,,,,,,,,,,,
06735075,SF Holycrepe Cafe,sf holycrepe,715 IRVING ST,715 irving street,37.763865,-122.465547,2025-03-25,Pass,,,,,,,,,,,,
68865,GRANT PLACE RESTAURANT,grant place,737 WASHINGTON ST,737 washington street,37.795014,-122.4061605,2025-03-25,Closure,8.0,,,,,,,,,,,
06735344,TANDURI SHACK,tanduri shack,90 CHARTER OAK AVE # K,90 charter oak avenue,37.73682,-122.40531,2025-03-25,Pass,6.0,,,,,,,,,,,
CP06752214,Alice Fong Yu Elementary School,alice fong yu elementary school,1541 12TH AVE,1541 12th avenue,37.758969,-122.469696,2025-03-25,Pass,,,,,,,,,,,,
121069,DAPPER,dapper,1198 PACIFIC AVE,1198 pacific avenue,37.796058,-122.4148455,2025-03-24,Pass,1.0,,,,,,,,,,,
06733557,SAISON CELLAR SF LLC,saison cellar sf,234 TOWNSEND ST,234 townsend street,37.778274,-122.3938935,2025-03-24,Pass,7.0,,,,,,,,,,,
89648,ZAOH RESTAURANT,zaoh,1555 MISSION ST,1555 mission street,37.773198,-122.417883,2025-03-24,Pass,8.0,,,,,,,,,,,
91465,FUSION DUMPLING,fusion dumpling,650 JACKSON ST,650 jackson street,37.796364,-122.40612,2025-03-24,Pass,10.0,,,,,,,,,,,
06734717,BAKED BEAR CHASE CENTER,baked bear chase center,680 Terry A Francois Blvd,680 terry a francois boulevard,37.768005,-122.3875935,2025-03-24,Pass,1.0,,,,,,,,,,,
86133,JAMBA JUICE,jamba juice,152 KEARNEY ST,152 kearney street,37.78954326103,-122.40376287679,2025-03-21,Pass,3.0,,,,,,,,,,,
51634,THE GRIND CAFE,the grind,783 HAIGHT ST,783 haight street,37.771326,-122.435118,2025-03-21,Pass,3.0,,,,,,,,,,,
06743768,WESTIN ST FRANCIS (CAFE RITO),westin st francis,335 POWELL ST,335 powell street,37.787868,-122.4084645,2025-03-21,Pass,,,,,,,,,,,,
06743789,AIC,aic,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-03-21,Pass,18.0,,,,,,,,,,,
T-76649,EL AHORRO,el ahorro,3456 MISSION ST,3456 mission street,37.741464,-122.422914,2025-03-21,nan,2.0,,,,,,,,,,,
117426,CHARLEY'S PHILLY STEAK,charley s philly steak,425 MISSION ST STE 139,425 mission street,37.789749,-122.3963145,2025-03-21,Pass,1.0,,,,,,,,,,,
90603,REINA'S RESTAURANT,reina s,5479 MISSION ST,5479 mission street,37.712817,-122.444181,2025-03-21,Pass,3.0,,,,,,,,,,,
CP06752216,Lincoln High School,lincoln high school,2162 24TH AVE,2162 24th avenue,37.747287,-122.481108,2025-03-21,Pass,,,,,,,,,,,,
A110929,COCHINITA,cochinita,2 MARINA BLVD,2 marina boulevard,37.805508,-122.4319545,2025-03-20,nan,,,,,,,,,,,,
H2606732855,PAKWAN RESTAURANT,pakwan,3180 16TH ST,3180 16th street,37.765062,-122.423661,2025-03-20,Pass,1.0,ChIJ63FMcyJ-j4ARToCkwO_-_LU,77.3913043478261,ChIJ63FMcyJ-j4ARToCkwO_-_LU,Pakwan Restaurant,"3182 16th St, San Francisco, CA 94103, United States",4.3,1856.0,"restaurant, food, point_of_interest, establishment",37.7649406,-122.4236332,OPERATIONAL
A101192,COCHINITA #2,cochinita 2,2 MARINA BLVD FORT MASON,2 marina boulevard fort mason,37.80653399779,-122.42780596131,2025-03-20,nan,,,,,,,,,,,,
55061,BASIL CANTEEN,basil canteen,1489 FOLSOM ST,1489 folsom street,37.771722,-122.413374,2025-03-20,Pass,,ChIJ04DtzSd-j4ARdaJjkSkiGxM,79.72602739726028,ChIJ04DtzSd-j4ARdaJjkSkiGxM,BASIL CANTEEN,"1489 Folsom St, San Francisco, CA 94103, United States",4.4,404.0,"restaurant, food, point_of_interest, establishment",37.7718998,-122.4137423,OPERATIONAL
4949,SAFEWAY INC #4601,safeway inc 4601,145 JACKSON ST,145 jackson street,37.796571,-122.398839,2025-03-20,Pass,,,,,,,,,,,,
06733789,ESTRELLITAS SNACKS,estrellitas snacks,483 ELLIS ST,483 ellis street,37.784511,-122.4141435,2025-03-20,Pass,2.0,,,,,,,,,,,
06733629,ANTHROPIC PBC (8th Floor),anthropic pbc,500 HOWARD ST,500 howard street,37.788435,-122.3967015,2025-03-20,nan,,,,,,,,,,,,
115150,BLACK JET BAKING CO.,black jet baking co,833 CORTLAND AVE,833 cortland avenue,37.739088,-122.4141525,2025-03-20,Pass,5.0,ChIJyyWkI65_j4ARa7e3T3y4L_I,80.26666666666667,ChIJyyWkI65_j4ARa7e3T3y4L_I,Black Jet Baking Co.,"833 Cortland Ave, San Francisco, CA 94110, United States",4.6,230.0,"bakery, food, store, point_of_interest, establishment",37.7390154,-122.4141505,OPERATIONAL
06733926,Cleary Gottlieb,cleary gottlieb,650 CALIFORNIA ST FL 24 AN,650 california street,37.792944,-122.40522,2025-03-20,Pass,3.0,,,,,,,,,,,
70708,EL CALAMAR,el calamar,428 11TH ST,428 11th street,37.769778,-122.4119115,2025-03-20,nan,,,,,,,,,,,,
88713,WL TRADING INC,wl trading,844 JACKSON ST,844 jackson street,37.795887,-122.4090315,2025-03-20,Pass,5.0,,,,,,,,,,,
92380,WHITE CAP,white cap,3608 TARAVAL ST,3608 taraval street,37.742013,-122.504913,2025-03-20,Pass,,,,,,,,,,,,
06734207,TWIRL AND DIP,twirl and dip,38 TEDDY AVE,38 teddy avenue,37.713528,-122.402871,2025-03-19,nan,,,,,,,,,,,,
FYF120136,SHIHLIN TAIWAN STREET SNACKS,shihlin taiwan street snacks,3251 20TH AVE STE 250G,3251 20th avenue,37.728477,-122.4768375,2025-03-19,Pass,7.0,,,,,,,,,,,
112294,MORA TACO TRUCK,mora taco truck,388 POTRERO AVE,388 potrero avenue,37.764765,-122.4077985,2025-03-19,nan,,,,,,,,,,,,
19906,MASON DINER,mason diner,320 MASON ST,320 mason street,37.786509,-122.409531,2025-03-19,Pass,6.0,ChIJdyXmBo-AhYARlZWFRMVlUYw,78.55072463768116,ChIJdyXmBo-AhYARlZWFRMVlUYw,Mason Diner (Cafe Mason),"320 Mason St, San Francisco, CA 94102, United States",4.3,2523.0,"restaurant, food, point_of_interest, establishment",37.7866533,-122.4096822,OPERATIONAL
06735168,126 - PORTABLE ALCOVE,126 portable alcove,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-03-19,Pass,,,,,,,,,,,,
117982,ZHU'S TEA,zhu s tea,112 WAVERLY PL,112 waverly place,37.794483,-122.4067545,2025-03-19,Pass,3.0,,,,,,,,,,,
06733379,LITTLE CAESARS,little caesars,90 CHARTER OAK AVE,90 charter oak avenue,37.73682,-122.40531,2025-03-19,Pass,2.0,ChIJp5beamt_j4ARJV2N2fghpO4,70.67758749069247,ChIJp5beamt_j4ARJV2N2fghpO4,Little Caesars Pizza,"90 Charter Oak Ave, San Francisco, CA 94124, United States",3.6,47.0,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",37.73682,-122.40531,OPERATIONAL
86180,TIAN TIAN MARKET INC,tian tian market,1117 STOCKTON ST #1119,1117 stockton street,37.796067,-122.4085995,2025-03-19,Pass,4.0,,,,,,,,,,,
87939,HUMPHRY SLOCOMBE ICE CREAM,humphry slocombe ice cream,121 CAPP ST STE A,121 capp street,37.764711,-122.418387,2025-03-19,nan,,,,,,,,,,,,
06734794,TACOS EL PRIMO,tacos el primo,2225 JENNINGS ST,2225 jennings street,37.72621090652,-122.38939331171,2025-03-18,nan,,ChIJeVIohBd_j4ARAfnFnmSSpwQ,61.083743842364534,ChIJeVIohBd_j4ARAfnFnmSSpwQ,Asados el primo,"1500 Yosemite Ave, San Francisco, CA 94124, United States",4.3,138.0,"restaurant, food, point_of_interest, establishment",37.725966,-122.3898467,OPERATIONAL
51765,BAR CRUDO,bar crudo,655 DIVISADERO ST,655 divisadero street,37.775628,-122.438277,2025-03-18,Pass,8.0,ChIJG5eZAYyAhYARoc7-JK2NJEU,81.26582278481013,ChIJG5eZAYyAhYARoc7-JK2NJEU,Bar Crudo,"655 Divisadero St, San Francisco, CA 94117, United States",4.6,784.0,"restaurant, food, point_of_interest, establishment",37.7756857,-122.4381214,OPERATIONAL
06743793,METROPOLITAN COFFEE,metropolitan coffee,720 MARKET ST,720 market street,37.787454,-122.4040185,2025-03-18,Pass,,ChIJz3x2x8mBhYARLWezcHMmSYI,79.1549295774648,ChIJz3x2x8mBhYARLWezcHMmSYI,Metropolitan Coffee,"720 Market St, San Francisco, CA 94102, United States",4.6,120.0,"bakery, cafe, restaurant, food, store, point_of_interest, establishment",37.787555,-122.4040807,OPERATIONAL
A104225,LADY M CAKE BOUTIQUE,lady m cake boutique,1 UNITED NATIONS CTR,1 united nations ctr,37.77967498534,-122.41408000813,2025-03-18,nan,,,,,,,,,,,,
108502,MI REYNA MARKET,mi reyna market,596 O'FARRELL ST,596 o farrell street,37.785825,-122.4144405,2025-03-18,Pass,1.0,,,,,,,,,,,
06734690,BGW CAFE,bgw,1000 VAN NESS AVE,1000 van ness avenue,37.785177,-122.4200295,2025-03-18,Pass,,,,,,,,,,,,
A100367,BUENAFE #2,buenafe 2,490 ILLINOIS ST,490 illinois street,37.765962,-122.3885295,2025-03-18,nan,,,,,,,,,,,,
107531,THE DELI LAMA,the deli lama,150 TOLAND ST UNIT 7,150 toland street,37.746468,-122.3971425,2025-03-18,Pass,,,,,,,,,,,,
116151,CHISME CANTINA,chisme cantina,882 SUTTER ST,882 sutter street,37.788633,-122.41485,2025-03-18,Pass,2.0,,,,,,,,,,,
109947,EL FUEGO AUTHENTIC MEXICAN,el fuego authentic mexican,601 MISSION BAY N BLVD,601 mission bay n boulevard,37.77099699144,-122.39143202193,2025-03-17,nan,,,,,,,,,,,,
06733309,TING TING MINI MOBILE DELI,ting ting mini mobile deli,1135 REVERE AVE,1135 revere avenue,37.726479,-122.3815545,2025-03-17,nan,,,,,,,,,,,,
71753,SUNRISE DELI,sunrise deli,2115 IRVING ST,2115 irving street,37.763163,-122.480766,2025-03-17,nan,,ChIJJUvT_G-HhYARyffDP_rsvO0,79.72602739726028,ChIJJUvT_G-HhYARyffDP_rsvO0,Sunrise Deli,"2115 Irving St, San Francisco, CA 94122, United States",4.2,212.0,"restaurant, food, point_of_interest, establishment",37.7632884,-122.4807176,OPERATIONAL
47041,NY FRANKFURTER CO OF CA INC,ny frankfurter co of ca,1080 IOWA ST,1080 iowa street,37.753056,-122.3920305,2025-03-17,nan,,,,,,,,,,,,
A111112,BIGHBBQ,bighbbq,103 HORNE AVE,103 horne avenue,37.726596,-122.3656245,2025-03-17,nan,,,,,,,,,,,,
110775,TAQUERIA SAN MARCOS,taqueria san marcos,2380 SAN BRUNO AVE,2380 san bruno avenue,37.732563,-122.405868,2025-03-17,nan,,,,,,,,,,,,
06734789,D'GROBAK,d grobak,900 AVENUE D,900 avenue d,37.82586779701,-122.37378996956,2025-03-17,nan,,,,,,,,,,,,
06734672,GRUMPY CAFE,grumpy,66 DORMAN AVE,66 dorman avenue,37.739763,-122.403393,2025-03-17,Pass,,,,,,,,,,,,
81836,PLAZA GARIBALDY,plaza garibaldy,428 11TH ST,428 11th street,37.769778,-122.4119115,2025-03-17,nan,,,,,,,,,,,,
97749,DE MARILLAC,de marillac,175 GOLDEN GATE AVE,175 golden gate avenue,37.781667,-122.413356,2025-03-14,Pass,3.0,,,,,,,,,,,
91015,HOME CAFE,home,2018 CLEMENT ST,2018 clement street,37.78245,-122.480991,2025-03-14,Pass,,,,,,,,,,,,
06735097,TAISHAN RESTAURANT,taishan,622 JACKSON ST,622 jackson street,37.796409,-122.4056655,2025-03-14,Pass,3.0,,,,,,,,,,,
D1427,HOOVER MIDDLE SCHOOL,hoover middle school,2290 14TH AVE,2290 14th avenue,37.745406,-122.469894,2025-03-14,Pass,17.0,,,,,,,,,,,
06735124,58 SOCIAL,58 social,24 WILLIE MAYS PLZ # PLATE,3rd street king street,37.77813,-122.391855,2025-03-14,Pass,,,,,,,,,,,,
87634,NIGHTBIRD,nightbird,330 GOUGH ST,330 gough street,37.776663,-122.4226845,2025-03-14,Pass,,ChIJyzdPuJiAhYARaLoaRwaGRGE,78.55072463768116,ChIJyzdPuJiAhYARaLoaRwaGRGE,Nightbird,"330 Gough St, San Francisco, CA 94102, United States",4.6,246.0,"restaurant, food, point_of_interest, establishment",37.7765181,-122.4227941,OPERATIONAL
ME 114389,Bhuddha Raksa Traditional Thai Massage,bhuddha raksa traditional thai massage,2460 MISSION ST STE 2462,2460 mission street,37.757655,-122.4193995,2025-03-13,nan,,,,,,,,,,,,
06743812,LE CAROUSEL PATISSERIE,le carousel patisserie,1750 CESAR CHAVEZ ST STE H,1750 cesar chavez street,37.75086,-122.394114,2025-03-13,Pass,,,,,,,,,,,,
FYF118888,BAY POCHA,bay pocha,2642 OCEAN AVE,2642 ocean avenue,37.732194,-122.4737775,2025-03-13,Closure,18.0,ChIJcdtOuL59j4ARGKQ64ixjhsw,79.1549295774648,ChIJcdtOuL59j4ARGKQ64ixjhsw,Bay Pocha,"2642 Ocean Ave, San Francisco, CA 94132, United States",4.4,340.0,"restaurant, food, point_of_interest, establishment",37.7320929,-122.47386,OPERATIONAL
99421,HONG KONG LOUNGE,hong kong lounge,5322 GEARY BLVD,5322 geary boulevard,37.780848,-122.4766575,2025-03-13,Pass,,ChIJy6k6HhGHhYAR5moxQxcAv-w,78.88888888888889,ChIJy6k6HhGHhYAR5moxQxcAv-w,Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA 94121, United States",4.2,1596.0,"night_club, bar, restaurant, food, point_of_interest, establishment",37.7806459,-122.4766265,OPERATIONAL
06734955,AJ'S BAR,aj s bar,1250 MARKET ST STE 101,1250 market street,37.77831,-122.4158265,2025-03-13,Pass,,,,,,,,,,,,
PSCF06733047,James Lick Middle School,james lick middle school,1220 NOE ST,1220 noe street,37.749456,-122.4319545,2025-03-13,Pass,17.0,,,,,,,,,,,
116778,JUMBO TRADING COMPANY LLC,jumbo trading company,761 JACKSON ST,761 jackson street,37.795725,-122.40774,2025-03-13,Pass,4.0,,,,,,,,,,,
D 93959,Willie L. Jr. Brown,willie l jr brown,2055 SILVER AVE,2055 silver avenue,37.736433,-122.398929,2025-03-13,Pass,3.0,,,,,,,,,,,
D5023,Gordon J Lau Elementary School,gordon j lau elementary school,950 CLAY ST,950 clay street,37.794429,-122.408802,2025-03-13,Pass,,,,,,,,,,,,
BAE 121249,Sasha Tattooing Essential,sasha tattooing essential,35 ARKANSAS ST,35 arkansas street,37.765818,-122.3986545,2025-03-13,nan,2.0,,,,,,,,,,,
111159,PAPITO,papito,1457 18TH STREET,1457 18th street,37.762353,-122.397174,2025-03-13,Pass,,ChIJUcsftct_j4ARwXkPL4P0aBw,78.55072463768116,ChIJUcsftct_j4ARwXkPL4P0aBw,Papito,"1457 18th St, San Francisco, CA 94107, United States",4.6,825.0,"restaurant, food, point_of_interest, establishment",37.7624549,-122.3971221,OPERATIONAL
06735382,PAC HEIGHTS DELI,pac heights deli,2411 CALIFORNIA ST,2411 california street,37.788696,-122.434065,2025-03-12,Pass,,,,,,,,,,,,
D2237,ARGONNE ALTERNATIVE ELEMENTARY SCHO,argonne alternative elementary scho,680 18TH AVE,680 18th avenue,37.775403,-122.4766305,2025-03-12,Pass,,,,,,,,,,,,
